State,RecoveryUnit,CoreArea,LocalPopulation,Waterbody,BLTPatchID,Kovach_ID,MT_ID,FWS_ID,Year,Redds,LifeHistory,Comments,LocationData
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2012,100,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2013,78,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2014,121,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2015,182,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2016,101,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2017,200,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2018,179,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2019,166,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2020,158,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2021,114,1,,0
BC,Col Head,Lake Koocanusa,Skookumchuck Creek,Skookumchuck Creek,17010108SKO,,,FWS_171,2023,223,,,
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2003,10,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2004,8,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2005,8,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2006,4,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2007,3,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2008,1,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2009,0,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2010,1,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2011,2,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2012,0,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2013,2,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL,Kovach_1,MT_38,FWS_38,2014,0,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2015,0,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2017,1,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2018,NA,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2019,NA,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2020,NA,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2021,2,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2022,4,1,,1
MT,Col Head,Kootenai River,Callahan Creek,South Callahan Creek,17010101CAL, ,MT_38,FWS_38,2023,4,,,
BC,Col Head,Lake Koocanusa,White River,Total,17010107WRV,,,,2023,609,,,
BC,Col Head,Lake Koocanusa,Blackfoot Creek,Total,17010107BLF,,,,2023,129,,,
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2014,56,1,,0
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2015,69,1,,0
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2016,46,1,,0
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2017,41,1,,0
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2018,40,1,,0
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2019,37,1,,0
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2020,30,1,,0
BC,Col Head,Lake Koocanusa,White River,Upper Middle Fork White River,17010107WRV,,,,2021,15,1,,0
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,1993,2,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,1994,0,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,1995,3,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,1996,4,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,1997,0,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,1998,8,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,1999,18,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2000,23,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2001,1,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2002,1,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2003,1,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2004,13,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2005,27,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2006,4,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2007,18,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2008,6,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2009,8,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2010,12,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2011,3,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2012,5,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2013,4,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2014,14,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2015,4,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2017,8,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2018,4,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2019,2,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2020,1,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2021,1,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2022,1,1,,1
MT,Col Head,Kootenai River,West Fisher Creek,West Fisher Creek,17010102WES, ,MT_49,FWS_49,2023,0,,,
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1990,44,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1991,43,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1992,13,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1993,55,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1994,27,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1995,26,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1996,42,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1997,39,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1998,72,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,1999,88,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2000,39,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2001,109,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2002,10,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2003,26,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2004,41,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2005,46,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2006,28,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2007,15,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2008,32,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2009,13,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2010,27,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2011,30,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2012,4,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2013,5,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2014,19,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2015,5,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2016,6,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2017,18,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2018,0,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2019,7,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2020,6,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2021,4,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2022,0,1,,1
MT,Col Head,Kootenai River,Quartz Creek,West Fork Quartz,17010101QUA, ,MT_54,FWS_54,2023,0,,,
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG, ,MT_148,FWS_148,1995,247,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,1996,500,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,1997,581,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,1998,673,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,1999,838,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2000,1186,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2001,1477,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2002,1881,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2003,2043,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2004,2106,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2005,635,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2006,2285,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2007,1850,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2008,1827,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2009,1567,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2010,1114,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2011,1198,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2012,1367,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2013,1441,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2014,1420,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG, ,MT_148,FWS_148,2015,1601,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG, ,MT_148,FWS_148,2016,1561,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG, ,MT_148,FWS_148,2017,1607,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG, ,MT_148,FWS_148,2018,1408,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG, ,MT_148,FWS_148,2019,888,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG, ,MT_148,FWS_148,2020,1042,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,,MT_148,FWS_148,2021,922,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,,MT_148,FWS_148,2022,1070,1,,0
BC,Col Head,Lake Koocanusa,Wigwam River,Wigwam River Canada,17010106WIG,Kovach_4,MT_148,FWS_148,2023,1163,,,
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,1996,12,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,1997,17,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,1998,6,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,1999,21,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2000,9,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2001,19,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2002,11,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2003,10,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2004,27,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2005,7,1,g,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2006,13,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2007,33,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2008,6,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2009,8,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2010,4,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2011,8,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2012,3,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2013,6,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2014,7,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG, ,MT_152,FWS_152,2015,1,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG, ,MT_152,FWS_152,2017,5,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG, ,MT_152,FWS_152,2018,2,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG, ,MT_152,FWS_152,2021,6,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG, ,MT_152,FWS_152,2022,9,1,,1
MT,Col Head,Lake Koocanusa,Wigwam River,Wigwam River US,17010106WIG,Kovach_4,MT_152,FWS_152,2023,4,,,
BC,Col Head,Lake Koocanusa,Wildhorse Creek,Wildhorse Creek,TC1,,,,2016,171,1,,0
BC,Col Head,Lake Koocanusa,Wildhorse Creek,Wildhorse Creek,TC1,,,,2017,133,1,,0
BC,Col Head,Lake Koocanusa,Wildhorse Creek,Wildhorse Creek,TC1,,,,2018,137,1,,0
BC,Col Head,Lake Koocanusa,Wildhorse Creek,Wildhorse Creek,TC1,,,,2019,89,1,,0
BC,Col Head,Lake Koocanusa,Wildhorse Creek,Wildhorse Creek,TC1,,,,2020,147,1,,0
BC,Col Head,Lake Koocanusa,Wildhorse Creek,Wildhorse Creek,TC1,,,,2021,133,1,,0
BC,Col Head,Lake Koocanusa,Wildhorse Creek,Wildhorse Creek,TC1,,,,2023,145,,,
